index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
482,cg08026739,-0.0247832014600055,9,107638135,KLF4,KLF4,9314,conserved gene and region in mouse and human,KLF4_Intergenic_upstream,Distal Intergenic,4,55651603.0,Klf4
55,cg22844979,-0.0254189192197208,13,83878293,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_threeUTR,3' UTR,14,108910040.0,Slitrk1
113,cg12053353,-0.0262220403373051,18,39059095,MIR924HG,MIR924HG,647946,"mapped in human, not mapped in mouse",MIR924HG_Intergenic_downstream,Distal Intergenic,18,27398012.0,Gm7729
114,cg11025714,-0.0273404518550875,1,158089480,KIRREL1,KIRREL1,55243,"mapped in human, not mapped in mouse",KIRREL1_Exon,"Exon (ENST00000368172.1/55243, exon 5 of 11)",3,87088506.0,Kirrel
138,cg27072792,-0.0274004945938076,7,74453839,GTF2IRD1,GTF2IRD1,9569,"mapped in human, not mapped in mouse",GTF2IRD1_fiveUTR,Promoter (<=1kb),,,
464,cg14794469,-0.0280794745642211,6,21598085,SOX4,SOX4,6659,"mapped in human, not mapped in mouse",SOX4_threeUTR,3' UTR,,,
227,cg14412072,-0.0281059709150099,3,114716274,ZBTB20,ZBTB20,26137,conserved gene and region in mouse and human,ZBTB20_Intron,"Intron (ENST00000357258.8/26137, intron 4 of 9)",16,43277065.0,Zbtb20
652,cg19296119,-0.0301878037071319,15,73774908,INSYN1-AS1,INSYN1,101929221,mapped to different gene in human and mouse,INSYN1-AS1_Intergenic_downstream,Distal Intergenic,9,58467608.0,Insyn1
485,cg09009312,-0.0302267169282145,9,123654382,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 6 of 17)",2,38023506.0,Dennd1a
438,cg08375909,-0.030372929018426,3,71004785,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Exon,"Exon (ENST00000647741.1/27086, exon 1 of 10)",6,98969775.0,Foxp1
674,cg15701287,-0.03044768057476,17,29081208,MYO18A,MYO18A,399687,conserved gene and region in mouse and human,MYO18A_Intron,"Intron (ENST00000527372.6/399687, intron 41 of 41)",11,77858767.0,Myo18a
462,cg14116948,-0.0313525233488174,6,44932730,SUPT3H,SUPT3H,8464,"mapped in human, not mapped in mouse",SUPT3H_Exon,"Exon (ENST00000475057.5/8464, exon 10 of 12)",17,45048314.0,Supt3
296,cg00454305,-0.0313558271354713,16,1379904,UNKL,UNKL,64718,"mapped in human, not mapped in mouse",UNKL_Intron,"Intron (ENST00000389221.8/64718, intron 10 of 14)",,,
31,cg14136214,-0.0319303045267101,9,121783622,DAB2IP,DAB2IP,153090,"mapped in human, not mapped in mouse",DAB2IP_threeUTR,3' UTR,2,35729197.0,Dab2ip
709,cg08662919,-0.0323223841657044,5,92695765,NR2F1-AS1,NR2F1-AS1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Intergenic_downstream,Distal Intergenic,13,79277995.0,Gm48470
421,cg08522676,-0.032349036257106,12,53949918,HOXC12,HOXC12,3228,conserved gene and region in mouse and human,HOXC12_Promoter,Promoter (4-5kb),15,102931936.0,Hoxc12
322,cg22703759,-0.0329582819025548,20,37627644,LINC00489,LINC00489,100861522,"mapped in human, not mapped in mouse",LINC00489_Promoter,Promoter (4-5kb),,,
298,cg16925789,-0.0334703087035262,11,64632811,NRXN2,NRXN2,9379,"mapped in human, not mapped in mouse",NRXN2_Intron,"Intron (ENST00000301894.6/9379, intron 2 of 6)",,,
570,cg03225697,-0.03391503225763,5,139847724,NRG2,NRG2,9542,conserved gene and region in mouse and human,NRG2_threeUTR,3' UTR,18,36017728.0,Nrg2
569,cg03225070,-0.0359540549624858,5,177456945,DBN1,DBN1,1627,"mapped in human, not mapped in mouse",DBN1_threeUTR,3' UTR,13,55473733.0,Dbn1
207,cg12981876,-0.0361209799213627,7,100682172,GIGYF1,GIGYF1,64599,mapped to different gene in human and mouse,GIGYF1_Exon,"Exon (ENST00000275732.5/64599, exon 22 of 24)",5,137525234.0,Epo
375,cg26748472,-0.0362233351063889,X,40154474,BCOR,BCOR,54880,conserved gene and region in mouse and human,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136112.0,Bcor
633,cg25323457,-0.0381075166678486,1,26723984,ARID1A,ARID1A,8289,conserved gene and region in mouse and human,ARID1A_Intron,"Intron (ENST00000430799.7/8289, intron 1 of 19)",4,133729480.0,Arid1a
415,cg18635807,-0.0397371457920994,8,71354785,EYA1,EYA1,2138,"mapped in human, not mapped in mouse",EYA1_Exon,"Exon (ENST00000388742.8/2138, exon 2 of 17)",1,14302773.0,Eya1
314,cg16816020,-0.0419851231531367,1,47978738,TRABD2B,TRABD2B,388630,conserved gene and region in mouse and human,TRABD2B_Intron,"Intron (ENST00000606738.3/388630, intron 2 of 6)",4,114423180.0,Trabd2b
426,cg09939922,-0.0421970166489756,X,153932370,ARHGAP4,NAA10,393,conserved gene and region in mouse and human,ARHGAP4_Exon,"Exon (ENST00000494813.5/393, exon 5 of 14)",X,73919808.0,Arhgap4
301,cg18743610,-0.0423790314097756,2,144439566,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000637045.1/9839, intron 1 of 8)",2,45032494.0,Zeb2
380,cg02007453,-0.0425905821321668,2,172085716,DLX1,DLX1,1745,mapped to different gene in human and mouse,DLX1_Exon,Promoter (<=1kb),2,71530032.0,Dlx1
350,cg20422755,-0.0431150385735625,14,72553332,RGS6,RGS6,9628,"mapped in human, not mapped in mouse",RGS6_threeUTR,3' UTR,12,83150227.0,Rgs6
754,cg05506474,-0.0440367609047947,17,28759735,FAM222B,FAM222B,55731,conserved gene and region in mouse and human,FAM222B_fiveUTR,5' UTR,11,78153837.0,Fam222b
449,cg02322553,-0.0441223121274623,11,117295238,BACE1,BACE1,23621,conserved gene but different region in human and mouse,BACE1_fiveUTR,5' UTR,9,45854735.0,Bace1
215,cg15182157,-0.0441715002005739,17,38729727,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685391.0,Mllt6
528,cg24856447,-0.0442233180194503,12,75848675,PHLDA1,PHLDA1,22822,"mapped in human, not mapped in mouse",PHLDA1_Intron,"Intron (ENST00000552856.1/ENST00000552856.1, intron 1 of 4)",,,
193,cg11214667,-0.0444230929794546,17,48615968,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96281690.0,Hoxb8
371,cg16986738,-0.0445281662299688,12,2633643,CACNA1C,CACNA1C,775,"mapped in human, not mapped in mouse",CACNA1C_Exon,"Exon (ENST00000347598.9/775, exon 31 of 49)",,,
586,cg25651791,-0.0446382821811373,9,124769837,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925333.0,Nr6a1
342,cg01169686,-0.045590412746671,1,170564460,GORAB,GORAB,92344,"mapped in human, not mapped in mouse",GORAB_Intergenic_downstream,Distal Intergenic,1,163378086.0,Gorab
467,cg27052685,-0.0468640408929852,2,104052707,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41919060.0,Gm5267
45,cg16717607,-0.0468698459052905,1,33368598,PHC2,PHC2,1912,"mapped in human, not mapped in mouse",PHC2_Exon,"Exon (ENST00000257118.5/1912, exon 5 of 14)",4,128711081.0,Phc2
305,cg20059238,-0.0473940382155697,2,63434717,WDPCP,WDPCP,51057,conserved gene and region in mouse and human,WDPCP_Intron,"Intron (ENST00000272321.12/51057, intron 8 of 17)",11,21694332.0,Wdpcp
211,cg05111574,-0.0483986410030248,9,20619597,MLLT3,MLLT3,4300,conserved gene and region in mouse and human,MLLT3_Intron,"Intron (ENST00000380338.9/4300, intron 2 of 10)",4,88030488.0,Mllt3
618,cg06413694,-0.0505511604047951,1,213340471,RPS6KC1,RPS6KC1,26750,conserved gene but different region in human and mouse,RPS6KC1_Intergenic_downstream,Distal Intergenic,1,190713945.0,Rps6kc1
682,cg18814344,-0.0511871257836687,5,139660961,CXXC5,CXXC5,51523,"mapped in human, not mapped in mouse",CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",,,
650,cg15237969,-0.0511876355131877,2,161356198,PSMD14,PSMD14,10213,"mapped in human, not mapped in mouse",PSMD14_Intron,"Intron (ENST00000409682.8/10213, intron 3 of 11)",2,61751456.0,Psmd14
607,cg25410683,-0.0525973061357887,18,48921744,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Exon,"Exon (ENST00000262158.7/4092, exon 4 of 4)",18,75393992.0,Smad7
663,cg04577801,-0.0527306029781794,4,173531182,HAND2-AS1,HAND2-AS1,79804,mapped to different gene in human and mouse,HAND2-AS1_Exon,"Exon (ENST00000505032.5/79804, exon 3 of 3)",8,57320079.0,Hand2
397,cg26062663,-0.0540967835054335,13,27823129,PLUT,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223954.0,Gsx1
111,cg07005811,-0.0541217425872655,17,28912612,PHF12,PHF12,57649,"mapped in human, not mapped in mouse",PHF12_Exon,"Exon (ENST00000332830.9/57649, exon 9 of 15)",11,78023688.0,Phf12
307,cg20621276,-0.0548056391953774,2,154699294,KCNJ3,KCNJ3,3760,"mapped in human, not mapped in mouse",KCNJ3_fiveUTR,5' UTR,2,55437719.0,Kcnj3
700,cg13943045,-0.0557367193706037,13,57666442,PCDH17,PCDH17,27253,conserved gene and region in mouse and human,PCDH17_Intron,"Intron (ENST00000377918.8/27253, intron 1 of 3)",14,84477296.0,Pcdh17
705,cg18987683,-0.0564097116963681,3,160565270,KPNA4,KPNA4,3840,conserved gene and region in mouse and human,KPNA4_Exon,Promoter (<=1kb),3,69126788.0,Kpna4
217,cg01938132,-0.0565967196081867,16,72427771,LINC01572,PMFBP1,101927957,"mapped in human, not mapped in mouse",LINC01572_Exon,"Exon (ENST00000564508.2/ENST00000564508.2, exon 1 of 1)",8,109249516.0,Gm1943
647,cg11642756,-0.0567044957071305,19,13022960,NFIX,NFIX,4784,conserved gene and region in mouse and human,NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 1 of 9)",8,84774583.0,Nfix
85,cg21084050,-0.0582674327944145,5,177490561,PDLIM7,PDLIM7,9260,conserved gene but different region in human and mouse,PDLIM7_Exon,"Exon (ENST00000355572.6/9260, exon 8 of 8)",13,55507091.0,Pdlim7
515,cg13935553,-0.0585749354979313,12,26120667,BHLHE41,BHLHE41,79365,"mapped in human, not mapped in mouse",BHLHE41_threeUTR,3' UTR,,,
158,cg24707133,-0.0586033946692812,19,40807237,RAB4B-EGLN2,RAB4B-EGLN2,100529264,mapped to different gene in human and mouse,RAB4B-EGLN2_threeUTR,3' UTR,7,27159823.0,Egln2
347,cg14472711,-0.0586818948609046,14,23068659,ACIN1,ACIN1,22985,conserved gene but different region in human and mouse,ACIN1_threeUTR,3' UTR,14,54650875.0,Acin1
184,cg07564343,-0.0591424648788666,15,61227291,RORA,RORA,6095,conserved gene and region in mouse and human,RORA_Intron,"Intron (ENST00000335670.11/6095, intron 1 of 10)",9,68655809.0,Rora
461,cg13153497,-0.0604543589642026,6,99349136,FAXC,FAXC,84553,conserved gene and region in mouse and human,FAXC_Exon,Promoter (<=1kb),4,21931799.0,Faxc
399,cg00114412,-0.0606473941400108,14,72553316,RGS6,RGS6,9628,"mapped in human, not mapped in mouse",RGS6_threeUTR,3' UTR,12,83150211.0,Rgs6
486,cg10013179,-0.0614859764619834,9,107638123,KLF4,KLF4,9314,conserved gene and region in mouse and human,KLF4_Intergenic_upstream,Distal Intergenic,4,55651591.0,Klf4
82,cg15547854,-0.06273338967738,19,12702167,TNPO2,TNPO2,30000,conserved gene and region in mouse and human,TNPO2_Exon,"Exon (ENST00000425528.5/30000, exon 22 of 26)",8,85054701.0,Tnpo2
360,cg23274273,-0.0630919642903208,8,38317888,NSD3,NSD3,54904,"mapped in human, not mapped in mouse",NSD3_threeUTR,3' UTR,8,25676852.0,Nsd3
606,cg01301326,-0.0633196187261123,X,40155180,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136912.0,Bcor
483,cg08160490,-0.0638175547406041,9,14087940,NFIB,NFIB,4781,conserved gene and region in mouse and human,NFIB_threeUTR,3' UTR,4,82296436.0,Nfib
550,cg01063757,-0.0654758216474488,10,113119965,TCF7L2,TCF7L2,6934,conserved gene and region in mouse and human,TCF7L2_Intron,"Intron (ENST00000627217.3/6934, intron 5 of 13)",19,55888866.0,Tcf7l2
324,cg09642734,-0.065665659204491,1,155007795,ZBTB7B,ZBTB7B,51043,"mapped in human, not mapped in mouse",ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89388223.0,Zbtb7b
150,cg16454989,-0.0661151499112326,9,101737926,GRIN3A,GRIN3A,116443,"mapped in human, not mapped in mouse",GRIN3A_Exon,Promoter (<=1kb),,,
65,cg04847707,-0.0670717039017408,8,60822702,CHD7,CHD7,55636,conserved gene and region in mouse and human,CHD7_Exon,"Exon (ENST00000423902.7/55636, exon 12 of 38)",4,8827083.0,Chd7
722,cg06459870,-0.0674719045735119,19,1425865,DAZAP1,DAZAP1,26528,conserved gene but different region in human and mouse,DAZAP1_Intron,"Intron (ENST00000336761.10/26528, intron 6 of 12)",10,80280916.0,Dazap1
226,cg20221627,-0.0678734661440616,11,4091328,STIM1,STIM1,6786,conserved gene and region in mouse and human,STIM1_threeUTR,3' UTR,7,102435430.0,Stim1
520,cg14988489,-0.0679627901400658,1,10856467,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intergenic_upstream,Distal Intergenic,4,148753368.0,Casz1
23,cg06482098,-0.0692661162856107,5,11384925,CTNND2,CTNND2,1501,conserved gene and region in mouse and human,CTNND2_Exon,"Exon (ENST00000304623.13/1501, exon 7 of 22)",15,30647063.0,Ctnnd2
738,cg14258341,-0.0702590466274804,1,46448351,LINC01398,FAAHP1,101929651,mapped to different gene in human and mouse,LINC01398_Intron,"Intron (ENST00000635298.1/729041, intron 1 of 3)",4,115979617.0,Faah
746,cg13313332,-0.0706830943307223,14,21263267,HNRNPC,HNRNPC,3183,"mapped in human, not mapped in mouse",HNRNPC_fiveUTR,5' UTR,,,
169,cg17369088,-0.0715070121511883,17,30117050,NSRP1,MIR423,84081,"mapped in human, not mapped in mouse",NSRP1_fiveUTR,5' UTR,,,
638,cg27228973,-0.0715201269015911,1,41404380,FOXO6-AS1,EDN2,101929901,"mapped in human, not mapped in mouse",FOXO6-AS1_Intergenic_upstream,Distal Intergenic,4,120243117.0,Foxo6
699,cg13294690,-0.0715460906510668,13,83881566,SLITRK1,SLITRK1,114798,"mapped in human, not mapped in mouse",SLITRK1_fiveUTR,Promoter (<=1kb),14,108913336.0,Slitrk1
279,cg02681015,-0.0725568913243627,1,3069253,PRDM16,PRDM16,63976,conserved gene and region in mouse and human,PRDM16_fiveUTR,Promoter (<=1kb),4,154636765.0,Prdm16
364,cg17455697,-0.0726277698037435,7,151136648,AGAP3,AGAP3,116988,conserved gene and region in mouse and human,AGAP3_Intron,"Intron (ENST00000463381.5/116988, intron 11 of 15)",5,24495370.0,Agap3
612,cg23869573,-0.0727024235393468,16,7710713,RBFOX1,RBFOX1,54715,conserved gene but different region in human and mouse,RBFOX1_threeUTR,3' UTR,16,7409781.0,Rbfox1
373,cg25326872,-0.0728067192104214,X,40005294,BCOR,BCOR,54880,"mapped in human, not mapped in mouse",BCOR_Intergenic_downstream,Distal Intergenic,X,11998293.0,Gm14512
379,cg07978738,-0.072963526525501,10,114538580,ABLIM1,ABLIM1,3983,"mapped in human, not mapped in mouse",ABLIM1_Intron,"Intron (ENST00000392955.7/3983, intron 6 of 22)",,,
41,cg21102477,-0.0733977843841072,1,34165243,CSMD2,CSMD2,114784,conserved gene but different region in human and mouse,CSMD2_fiveUTR,Promoter (<=1kb),4,127987887.0,Csmd2
253,cg26885075,-0.0743283266618693,5,88555621,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Intron,"Intron (ENST00000506978.5/645323, intron 3 of 6)",13,83869284.0,Gm5452
376,cg27035369,-0.0746487538322345,X,40155247,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136979.0,Bcor
624,cg17516812,-0.074905312251907,9,16773158,BNC2,BNC2,54796,conserved gene and region in mouse and human,BNC2_Intron,"Intron (ENST00000380672.9/54796, intron 1 of 6)",4,84586639.0,Bnc2
420,cg05916870,-0.075610040259483,12,6613214,CHD4,CHD4,1108,conserved gene and region in mouse and human,CHD4_Promoter,Promoter (4-5kb),6,125089891.0,Chd4
53,cg14172937,-0.0757323896762218,20,46029210,SLC12A5,SLC12A5,57468,conserved gene and region in mouse and human,SLC12A5_fiveUTR,5' UTR,2,164968267.0,Slc12a5
713,cg04080945,-0.0758544273360354,13,72197548,DACH1,DACH1,1602,conserved gene and region in mouse and human,DACH1_Intergenic_upstream,Distal Intergenic,14,98536605.0,Gm49017
128,cg25731502,-0.0758968867145055,3,152299732,MBNL1,MBNL1,4154,conserved gene and region in mouse and human,MBNL1_fiveUTR,5' UTR,3,60529080.0,Mbnl1
690,cg06472065,-0.0764217032451365,6,33426669,SYNGAP1,SYNGAP1,8831,conserved gene but different region in human and mouse,SYNGAP1_Exon,Promoter (<=1kb),17,26947403.0,Syngap1
308,cg21621248,-0.0765265587849114,2,80304717,CTNNA2,CTNNA2,1496,"mapped in human, not mapped in mouse",CTNNA2_fiveUTR,5' UTR,6,77242686.0,Ctnna2
116,cg10644072,-0.0769337251025539,21,40846625,DSCAM,DSCAM,1826,"mapped in human, not mapped in mouse",DSCAM_Exon,Promoter (<=1kb),16,97170240.0,Dscam
251,cg26659116,-0.0778214754863448,5,61472848,ZSWIM6,ZSWIM6,57688,conserved gene and region in mouse and human,ZSWIM6_Exon,"Exon (ENST00000252744.6/57688, exon 2 of 14)",13,107787841.0,Zswim6
218,cg03247467,-0.0782344956130994,16,52351779,CASC22,TOX3,283854,"mapped in human, not mapped in mouse",CASC22_Intergenic_downstream,Distal Intergenic,,,
189,cg14361875,-0.0787738026842762,2,67846376,LINC01812,C1D,101927701,mapped to different gene in human and mouse,LINC01812_Intergenic_upstream,Distal Intergenic,,,
616,cg06244551,-0.0791940177074372,1,35184683,SFPQ,SFPQ,6421,conserved gene and region in mouse and human,SFPQ_Intron,"Intron (ENST00000460428.5/6421, intron 3 of 5)",4,127029736.0,Sfpq
310,cg21246299,-0.0796451432510021,19,13091530,NFIX,NFIX,4784,conserved gene and region in mouse and human,NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 9 of 9)",8,84712673.0,Nfix
366,cg19111172,-0.080646822520392,7,28409306,CREB5,CREB5,9586,conserved gene but different region in human and mouse,CREB5_Intron,"Intron (ENST00000396299.6/9586, intron 1 of 9)",6,53287256.0,Creb5
33,cg15330117,-0.0806742205109871,10,8054706,GATA3,GATA3,2625,conserved gene and region in mouse and human,GATA3_fiveUTR,5' UTR,2,9878571.0,Gata3
291,cg10381180,-0.0815088377556646,17,40092513,THRA,THRA,7067,"mapped in human, not mapped in mouse",THRA_threeUTR,3' UTR,,,
237,cg00467357,-0.0826051675443332,11,85978069,PICALM,PICALM,8301,conserved gene and region in mouse and human,PICALM_Exon,"Exon (ENST00000532317.5/8301, exon 17 of 20)",7,90194296.0,Picalm
142,cg14903956,-0.0837141016283844,12,13562916,GRIN2B,GRIN2B,2904,conserved gene and region in mouse and human,GRIN2B_Exon,"Exon (ENST00000609686.3/2904, exon 13 of 13)",6,135732231.0,Grin2b
505,cg08849105,-0.0841055042027844,18,32770558,KLHL14,KLHL14,57565,conserved gene and region in mouse and human,KLHL14_Exon,"Exon (ENST00000359358.9/57565, exon 2 of 9)",18,21652335.0,Klhl14
87,cg13496662,-0.0844389483504109,19,44913112,APOC1,APOC1,341,"mapped in human, not mapped in mouse",APOC1_Exon,Promoter (1-2kb),,,
179,cg26589497,-0.0844418880466882,5,140114941,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_Exon,Promoter (<=1kb),18,36287918.0,Pura
695,cg07388493,-0.0847380701312452,1,39025787,NDUFS5,NDUFS5,4725,"mapped in human, not mapped in mouse",NDUFS5_Promoter,Promoter (<=1kb),,,
394,cg18188156,-0.0847738645675196,20,21233098,KIZ,KIZ,55857,conserved gene and region in mouse and human,KIZ_Intron,"Intron (ENST00000619574.4/55857, intron 9 of 10)",2,146956567.0,Kiz
472,cg17820491,-0.0850170911032161,6,77462515,HTR1B,HTR1B,3351,conserved gene and region in mouse and human,HTR1B_Exon,"Exon (ENST00000369947.4/3351, exon 1 of 1)",9,81631676.0,Htr1b
518,cg14676280,-0.0853460390568759,1,24647108,SRRM1,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346415.0,Srrm1
353,cg00195533,-0.0873432743456483,7,128832266,FLNC,FLNC,2318,conserved gene and region in mouse and human,FLNC_Intron,"Intron (ENST00000325888.12/2318, intron 1 of 47)",6,29435072.0,Flnc
256,cg12394655,-0.0878904955507828,5,88666933,MIR9-2,LINC00461,407047,mapped to different gene in human and mouse,MIR9-2_Exon,Promoter (<=1kb),13,83738811.0,Gm6411
585,cg19425332,-0.088286659580738,10,117139358,VAX1,VAX1,11023,conserved gene and region in mouse and human,VAX1_Promoter,Promoter (1-2kb),19,59171294.0,Vax1
174,cg21673805,-0.0884648343340511,1,167220917,POU2F1,POU2F1,5451,conserved gene and region in mouse and human,POU2F1_fiveUTR,Promoter (<=1kb),1,166002602.0,Pou2f1
531,cg26653463,-0.0886476885599331,12,23771429,SOX5,SOX5,6660,"mapped in human, not mapped in mouse",SOX5_Intron,"Intron (ENST00000451604.7/6660, intron 3 of 14)",6,144056941.0,Sox5
37,cg07727941,-0.0890304367108763,1,166166176,FAM78B,FAM78B,149297,conserved gene and region in mouse and human,FAM78B_Exon,Promoter (<=1kb),1,167001637.0,Fam78b
321,cg23692250,-0.089953580334071,1,60936285,NFIA-AS2,NFIA,100996570,mapped to different gene in human and mouse,NFIA-AS2_Intron,"Intron (ENST00000371191.5/4774, intron 1 of 10)",4,97648988.0,E130114P18Rik
646,cg01293647,-0.0904415162190692,17,39608011,NEUROD2,NEUROD2,4761,conserved gene but different region in human and mouse,NEUROD2_Exon,Promoter (<=1kb),11,98329716.0,Neurod2
575,cg02909927,-0.0905810618271065,17,17784078,RAI1,RAI1,10743,conserved gene and region in mouse and human,RAI1_Intron,"Intron (ENST00000353383.6/10743, intron 2 of 5)",11,60177445.0,Rai1
445,cg19707231,-0.0922327634502594,1,201788630,IPO9-AS1,NAV1,100873949,mapped to different gene in human and mouse,IPO9-AS1_threeUTR,3' UTR,1,135465846.0,Nav1
400,cg00975350,-0.0928652755178323,14,35403912,NFKBIA,NFKBIA,4792,"mapped in human, not mapped in mouse",NFKBIA_fiveUTR,Promoter (<=1kb),12,55491906.0,Nfkbia
749,cg12965599,-0.0934938900937519,3,147408137,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Intron,"Intron (ENST00000472523.1/440982, intron 1 of 1)",9,91367289.0,Zic4
496,cg02273345,-0.094024291189161,8,112408371,CSMD3,CSMD3,114788,conserved gene and region in mouse and human,CSMD3_Exon,"Exon (ENST00000343508.7/114788, exon 35 of 72)",15,47755439.0,Csmd3
404,cg10707234,-0.0942070887892237,14,58298515,ARID4A,ARID4A,5926,conserved gene but different region in human and mouse,ARID4A_fiveUTR,Promoter (<=1kb),12,71015977.0,Arid4a
578,cg06679388,-0.0967882692634289,4,140094103,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Intron,"Intron (ENST00000509479.6/55534, intron 1 of 4)",3,52046281.0,Maml3
736,cg13581054,-0.0969337255383253,1,38134567,MIR3659,MIR3659,100500801,mapped to different gene in human and mouse,MIR3659_Intron,"Intron (ENST00000641212.1/ENST00000641212.1, intron 2 of 4)",4,124575332.0,Pou3f1
598,cg26598122,-0.0979267482727266,17,40129591,MSL1,MSL1,339287,mapped to different gene in human and mouse,MSL1_Exon,"Exon (ENST00000398532.9/339287, exon 3 of 9)",11,98800346.0,Msl1
468,cg27435767,-0.0983671033499146,2,66693638,LINC01798,MEIS1,100507073,mapped to different gene in human and mouse,LINC01798_Intron,"Intron (ENST00000433396.5/100507073, intron 5 of 5)",11,18754542.0,Gm12024
759,cg15405572,-0.0986833596144298,12,77830772,NAV3,NAV3,89795,"mapped in human, not mapped in mouse",NAV3_Intron,"Intron (ENST00000550042.2/89795, intron 2 of 8)",,,
553,cg21871906,-0.100297555297139,3,169241235,MECOM,MECOM,2122,"mapped in human, not mapped in mouse",MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 2 of 16)",,,
97,cg12756474,-0.100706798957524,10,113120001,TCF7L2,TCF7L2,6934,conserved gene and region in mouse and human,TCF7L2_Intron,"Intron (ENST00000627217.3/6934, intron 5 of 13)",19,55888902.0,Tcf7l2
262,cg04204168,-0.101054197102116,12,14257734,ATF7IP,ATF7IP,55729,"mapped in human, not mapped in mouse",ATF7IP_Intergenic_upstream,Distal Intergenic,,,
2,cg00101675,-0.10135350406072,14,63453806,PPP2R5E,PPP2R5E,5529,conserved gene and region in mouse and human,PPP2R5E_Exon,"Exon (ENST00000337537.8/5529, exon 3 of 14)",12,75515719.0,Ppp2r5e
566,cg00817637,-0.102153607617793,5,77844514,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94710253.0,Gm48316
13,cg20236179,-0.102320369263071,19,45470664,ERCC1,ERCC1,2067,"mapped in human, not mapped in mouse",ERCC1_Exon,"Exon (ENST00000615753.4/2354, exon 2 of 5)",7,19307404.0,Fosb
603,cg01450059,-0.102338504192228,18,25140479,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13765184.0,Zfp521
204,cg11864223,-0.102898692091828,7,27165020,HOXA10-HOXA9,HOXA10-HOXA9,100534589,mapped to different gene in human and mouse,HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225670.0,Hoxa9
313,cg24080303,-0.104404455511416,19,1425903,DAZAP1,DAZAP1,26528,conserved gene and region in mouse and human,DAZAP1_Exon,"Exon (ENST00000336761.10/26528, exon 7 of 13)",10,80280954.0,Dazap1
248,cg26081366,-0.105373043538939,5,179619396,HNRNPH1,HNRNPH1,3187,conserved gene and region in mouse and human,HNRNPH1_Exon,"Exon (ENST00000393432.8/3187, exon 5 of 14)",11,50381469.0,Hnrnph1
131,cg12880090,-0.105456877064622,5,154811604,LARP1,LARP1,23367,"mapped in human, not mapped in mouse",LARP1_Exon,"Exon (ENST00000336314.9/23367, exon 18 of 19)",11,58057352.0,Larp1
430,cg15600660,-0.107567609558683,X,100830839,CSTF2,CSTF2,1478,conserved gene and region in mouse and human,CSTF2_Exon,"Exon (ENST00000415585.6/1478, exon 9 of 15)",X,134072446.0,Cstf2
94,cg20076842,-0.107928798123316,3,28576252,ZCWPW2,LINC00693,152098,"mapped in human, not mapped in mouse",ZCWPW2_fiveUTR,5' UTR,9,117872712.0,Rbms3
