index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
242,cg08933909,-0.00438762075174651,11,114163920,ZBTB16,ZBTB16,7704,conserved gene and region in mouse and human,ZBTB16_Intron,"Intron (ENST00000335953.9/7704, intron 3 of 6)",9,48736717.0,Zbtb16
221,cg08247363,-0.00448079239430561,8,64267135,LINC01414,MIR124-2HG,102724623,mapped to different gene in human and mouse,LINC01414_Intron,"Intron (ENST00000523191.5/102724623, intron 1 of 5)",3,17616981.0,Gm38154
37,cg01301326,-0.00456651723134588,X,40155180,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136912.0,Bcor
585,cg19573972,-0.004594839390383,1,213232174,RPS6KC1,RPS6KC1,26750,"mapped in human, not mapped in mouse",RPS6KC1_Exon,"Exon (ENST00000543354.5/26750, exon 9 of 14)",1,190808963.0,Rps6kc1
431,cg14640670,-0.00470275843526206,5,140115352,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_threeUTR,3' UTR,18,36288326.0,Pura
413,cg14056866,-0.00477629227501539,15,89335140,POLG,POLG,5428,conserved gene and region in mouse and human,POLG_Exon,Promoter (<=1kb),7,79466486.0,Polg
209,cg07843244,-0.00485153087664048,18,78722543,SALL3,SALL3,27164,conserved gene and region in mouse and human,SALL3_Intergenic_upstream,Distal Intergenic,18,81153749.0,Gm7503
412,cg14045036,-0.00517304439097866,17,38799302,PIP4K2B,PIP4K2B,8396,conserved gene and region in mouse and human,PIP4K2B_Exon,Promoter (<=1kb),11,97744482.0,Pip4k2b
471,cg15809618,-0.00531738230096378,4,4855709,MSX1,MSX1,4487,conserved gene and region in mouse and human,MSX1_Promoter,Promoter (3-4kb),5,37828136.0,Msx1
630,cg20867091,-0.00534592724413976,17,36721897,MRM1,MRM1,79922,mapped to different gene in human and mouse,MRM1_Intergenic_downstream,Distal Intergenic,11,84708437.0,Mrm1
505,cg16853731,-0.00551147328937713,1,38044783,POU3F1,POU3F1,5453,conserved gene and region in mouse and human,POU3F1_threeUTR,3' UTR,4,124659689.0,Pou3f1
250,cg09169719,-0.0056595564826257,1,24647166,SRRM1,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346357.0,Srrm1
314,cg11217865,-0.00584132046736196,5,139847733,NRG2,NRG2,9542,conserved gene and region in mouse and human,NRG2_threeUTR,3' UTR,18,36017737.0,Nrg2
603,cg20025209,-0.006134412314274,18,62264820,RELCH,RELCH,57614,"mapped in human, not mapped in mouse",RELCH_Exon,"Exon (ENST00000644646.1/57614, exon 18 of 29)",1,105726434.0,Relch
476,cg16011662,-0.00636372430888216,10,123305174,BUB3,BUB3,9184,"mapped in human, not mapped in mouse",BUB3_Intergenic_downstream,Distal Intergenic,7,131671919.0,Fgfr2
521,cg17458251,-0.00639036923842913,14,23068651,ACIN1,ACIN1,22985,conserved gene but different region in human and mouse,ACIN1_threeUTR,3' UTR,14,54650867.0,Acin1
634,cg21089733,-0.00658515797574209,19,30686844,ZNF536,ZNF536,9745,"mapped in human, not mapped in mouse",ZNF536_Intron,"Intron (ENST00000592773.2/9745, intron 1 of 1)",7,37343047.0,Zfp536
211,cg07878283,-0.00693135103235754,20,21099887,LINC00237,KIZ,105372556,mapped to different gene in human and mouse,LINC00237_Intron,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2,146833394.0,Kiz
392,cg13343102,-0.00697336847449564,12,53739920,CISTR,CALCOCO1,102216268,mapped to different gene in human and mouse,CISTR_Intron,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",,,
394,cg13383038,-0.00711082255221136,3,71524984,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Intron,"Intron (ENST00000318789.9/27086, intron 2 of 20)",6,99467404.0,Foxp1
575,cg19296119,-0.00712638644151797,15,73774908,INSYN1-AS1,INSYN1,101929221,mapped to different gene in human and mouse,INSYN1-AS1_Intergenic_downstream,Distal Intergenic,9,58467608.0,Insyn1
83,cg03222030,-0.00713408061101237,X,71547046,OGT,BCYRN1,8473,conserved gene but different region in human and mouse,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101654676.0,Ogt
70,cg02629039,-0.00726126596265936,2,113244617,PAX8-AS1,PAX8,654433,mapped to different gene in human and mouse,PAX8-AS1_Exon,"Exon (ENST00000263335.11/7849, exon 4 of 10)",2,24443130.0,Pax8
441,cg14821110,-0.00730130275399974,2,181684526,NEUROD1,CERKL,4760,mapped to different gene in human and mouse,NEUROD1_Promoter,Promoter (3-4kb),2,79459950.0,Cerkl
191,cg07056567,-0.00732051836429642,7,100676320,GNB2,GNB2,2783,mapped to different gene in human and mouse,GNB2_Exon,"Exon (ENST00000451587.5/2783, exon 2 of 9)",5,137530696.0,Epo
65,cg02360445,-0.00732934416455253,10,21509328,MIR1915HG,MIR1915HG,399726,mapped to different gene in human and mouse,MIR1915HG_Intergenic_upstream,Distal Intergenic,2,18040283.0,A930004D18Rik
85,cg03247467,-0.00763075747940605,16,52351779,CASC22,TOX3,283854,"mapped in human, not mapped in mouse",CASC22_Intergenic_downstream,Distal Intergenic,,,
290,cg10491556,-0.00763768470468075,10,123136370,HMX3,HMX3,340784,mapped to different gene in human and mouse,HMX3_Exon,Promoter (<=1kb),7,131543282.0,Fgfr2
663,cg22212874,-0.00769370427292687,X,41519436,CASK,CASK,8573,"mapped in human, not mapped in mouse",CASK_threeUTR,3' UTR,X,13521220.0,Cask
502,cg16756969,-0.00803488485606721,12,113649565,LINC01234,LHX5,100506465,"mapped in human, not mapped in mouse",LINC01234_Intron,"Intron (ENST00000661760.1/100506465, intron 3 of 3)",5,120294608.0,Rbm19
280,cg10183248,-0.00818910240263768,17,44218223,UBTF,UBTF,7343,"mapped in human, not mapped in mouse",UBTF_Exon,"Exon (ENST00000343638.9/7343, exon 2 of 20)",11,102316400.0,Ubtf
733,cg24975211,-0.00865858808183008,17,40093013,THRA,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768150.0,Nr1d1
490,cg16454989,-0.00866548448998897,9,101737926,GRIN3A,GRIN3A,116443,"mapped in human, not mapped in mouse",GRIN3A_Exon,Promoter (<=1kb),,,
472,cg15813523,-0.008690089707309,6,15508396,JARID2,JARID2,3720,conserved gene and region in mouse and human,JARID2_Exon,"Exon (ENST00000341776.7/3720, exon 12 of 18)",13,44911222.0,Jarid2
227,cg08454381,-0.0087591295902352,2,113244601,PAX8-AS1,PAX8,654433,mapped to different gene in human and mouse,PAX8-AS1_Exon,"Exon (ENST00000263335.11/7849, exon 4 of 10)",2,24443114.0,Pax8
114,cg04584281,-0.00926954164907959,1,50197459,ELAVL4,ELAVL4,1996,conserved gene and region in mouse and human,ELAVL4_Exon,"Exon (ENST00000448907.7/1996, exon 6 of 7)",4,110209747.0,Elavl4
156,cg05801832,-0.00928795066605225,2,144520304,ZEB2-AS1,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_fiveUTR,5' UTR,2,45113188.0,Zeb2
3,cg00096922,-0.00944500631785879,7,97024873,DLX5,DLX5,1749,conserved gene but different region in human and mouse,DLX5_fiveUTR,Promoter (<=1kb),6,6882127.0,Dlx5
265,cg09474015,-0.0097353864711697,7,27165104,HOXA10-HOXA9,HOXA10-HOXA9,100534589,"mapped in human, not mapped in mouse",HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225754.0,Hoxa9
675,cg22673296,-0.00980546461353229,1,208268218,PLXNA2,PLXNA2,5362,"mapped in human, not mapped in mouse",PLXNA2_Exon,"Exon (ENST00000652300.1/ENST00000652300.1, exon 2 of 2)",1,194590000.0,Plxna2
755,cg25651791,-0.010173532714063,9,124769837,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925333.0,Nr6a1
750,cg25518911,-0.0101822164969024,4,183906880,STOX2,STOX2,56977,conserved gene and region in mouse and human,STOX2_Exon,"Exon (ENST00000308497.9/56977, exon 1 of 4)",8,47287955.0,Stox2
20,cg00788877,-0.0108600237721573,4,1598753,FAM53A,FAM53A,152877,conserved gene and region in mouse and human,FAM53A_Intergenic_downstream,Distal Intergenic,5,33564287.0,Fam53a
430,cg14565725,-0.0110769162508575,1,118989421,TBX15,TBX15,6913,"mapped in human, not mapped in mouse",TBX15_fiveUTR,Promoter (<=1kb),,,
405,cg13851328,-0.0113179452806873,2,85764072,ATOH8,ATOH8,84913,"mapped in human, not mapped in mouse",ATOH8_Exon,"Exon (ENST00000469442.5/84913, exon 2 of 3)",6,72223851.0,Atoh8
158,cg05844902,-0.0116175054090987,3,143848183,SLC9A9,SLC9A9,285195,"mapped in human, not mapped in mouse",SLC9A9_Exon,Promoter (<=1kb),9,94670200.0,Slc9a9
197,cg07299823,-0.0117040218704058,14,93430776,UNC79,UNC79,57578,conserved gene and region in mouse and human,UNC79_fiveUTR,5' UTR,12,102949300.0,Unc79
202,cg07459759,-0.0117100473899215,X,69615634,EDA,EDA,1896,conserved gene and region in mouse and human,EDA_Promoter,Promoter (<=1kb),X,99975104.0,Eda
500,cg16717607,-0.0117111952721801,1,33368598,PHC2,PHC2,1912,"mapped in human, not mapped in mouse",PHC2_Exon,"Exon (ENST00000257118.5/1912, exon 5 of 14)",4,128711081.0,Phc2
740,cg25184464,-0.0118890657260153,14,32941510,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 1 of 10)",12,53255134.0,Npas3
239,cg08747377,-0.0120837288209295,16,82627065,CDH13,CDH13,1012,"mapped in human, not mapped in mouse",CDH13_fiveUTR,Promoter (<=1kb),8,118283823.0,Cdh13
448,cg15030317,-0.012323883236236,3,158234032,RSRC1,RSRC1,51319,conserved gene and region in mouse and human,RSRC1_Intron,"Intron (ENST00000480820.5/51319, intron 4 of 9)",3,67136144.0,Rsrc1
808,cg27291552,-0.0125162330401759,3,42659736,ZBTB47,ZBTB47,92999,"mapped in human, not mapped in mouse",ZBTB47_Exon,"Exon (ENST00000232974.11/92999, exon 2 of 6)",9,121764029.0,Zfp651
299,cg10718271,-0.0125862154127734,13,83882766,SLITRK1,SLITRK1,114798,conserved gene but different region in human and mouse,SLITRK1_Exon,Promoter (<=1kb),14,108914546.0,Slitrk1
780,cg26425570,-0.013206227189867,9,70406687,KLF9,KLF9,687,conserved gene and region in mouse and human,KLF9_Intron,"Intron (ENST00000377126.3/687, intron 1 of 1)",19,23147226.0,Klf9
464,cg15511156,-0.0133740069303838,14,33566321,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 4 of 10)",12,53837589.0,Npas3
496,cg16591739,-0.0134882136822302,3,129171214,CNBP,CNBP,7555,conserved gene and region in mouse and human,CNBP_Exon,"Exon (ENST00000502976.5/7555, exon 4 of 5)",6,87845257.0,Cnbp
614,cg20345626,-0.0140101394909541,18,25176283,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13798360.0,Zfp521
523,cg17516812,-0.0142736425925551,9,16773158,BNC2,BNC2,54796,conserved gene and region in mouse and human,BNC2_Intron,"Intron (ENST00000380672.9/54796, intron 1 of 6)",4,84586639.0,Bnc2
582,cg19425332,-0.0148707817890442,10,117139358,VAX1,VAX1,11023,conserved gene and region in mouse and human,VAX1_Promoter,Promoter (1-2kb),19,59171294.0,Vax1
550,cg18481180,-0.0153436769028921,1,113963552,HIPK1,HIPK1,204851,"mapped in human, not mapped in mouse",HIPK1_Intron,"Intron (ENST00000426820.7/204851, intron 10 of 15)",,,
162,cg05916870,-0.0156484500350645,12,6613214,CHD4,CHD4,1108,conserved gene and region in mouse and human,CHD4_Promoter,Promoter (4-5kb),6,125089891.0,Chd4
540,cg18093751,-0.0157573661450464,6,108165979,NR2E1,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583701.0,Nr2e1
629,cg20865948,-0.0160831073981362,17,19940990,AKAP10,AKAP10,11216,conserved gene but different region in human and mouse,AKAP10_threeUTR,3' UTR,11,61904010.0,Akap10
298,cg10711876,-0.0165460488191979,12,53712389,CALCOCO1,CALCOCO1,57658,"mapped in human, not mapped in mouse",CALCOCO1_threeUTR,3' UTR,15,102707927.0,Calcoco1
532,cg17818266,-0.0169727993188259,1,114688723,AMPD1,AMPD1,270,conserved gene and region in mouse and human,AMPD1_Exon,"Exon (ENST00000637080.1/270, exon 2 of 14)",3,103079046.0,Ampd1
282,cg10211907,-0.01728116570974,14,93430756,UNC79,UNC79,57578,conserved gene and region in mouse and human,UNC79_fiveUTR,5' UTR,12,102949280.0,Unc79
181,cg06779064,-0.0175742810897434,16,24818649,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123188844.0,Tnrc6a
515,cg17311369,-0.0175946672066983,7,31362864,NEUROD6,NEUROD6,63974,mapped to different gene in human and mouse,NEUROD6_Intergenic_upstream,Distal Intergenic,6,55704259.0,Neurod6
104,cg04103301,-0.0178288480559582,X,71547703,OGT,BCYRN1,8473,conserved gene and region in mouse and human,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101655421.0,Ogt
689,cg23120731,-0.0178423424689656,X,69082336,PJA1,PJA1,64219,mapped to different gene in human and mouse,PJA1_Intergenic_downstream,Distal Intergenic,X,99390043.0,Pja1
287,cg10381180,-0.0178429652598014,17,40092513,THRA,THRA,7067,"mapped in human, not mapped in mouse",THRA_threeUTR,3' UTR,,,
688,cg23108693,-0.0179333699398597,8,41629392,GPAT4,NKX6-3,137964,"mapped in human, not mapped in mouse",GPAT4_Intergenic_downstream,Distal Intergenic,8,23168937.0,Gpat4
260,cg09364634,-0.0180079279928373,18,25176130,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13798207.0,Zfp521
223,cg08378313,-0.0180456455069413,16,73167435,ZFHX3,HCCAT5,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 5 of 17)",8,108599146.0,Zfhx3
261,cg09374953,-0.0180989043726249,11,131370514,NTM,NTM,50863,conserved gene but different region in human and mouse,NTM_fiveUTR,Promoter (<=1kb),9,29963230.0,Ntm
504,cg16848873,-0.0183085593393596,17,48604946,HOXB6,HOXB6,3216,conserved gene and region in mouse and human,HOXB6_fiveUTR,Promoter (<=1kb),11,96292521.0,Hoxb6
726,cg24615318,-0.0183976489620883,2,163735042,FIGN,FIGN,55137,conserved gene and region in mouse and human,FIGN_fiveUTR,Promoter (<=1kb),2,64097034.0,Fign
18,cg00689383,-0.0190210638790255,6,146399362,GRM1,GRM1,2911,"mapped in human, not mapped in mouse",GRM1_Exon,"Exon (ENST00000492807.6/2911, exon 8 of 10)",10,10719559.0,Grm1
185,cg06828322,-0.0190521893052386,1,44326509,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576502.0,Eri3
459,cg15405572,-0.019221446908586,12,77830772,NAV3,NAV3,89795,"mapped in human, not mapped in mouse",NAV3_Intron,"Intron (ENST00000550042.2/89795, intron 2 of 8)",,,
465,cg15571405,-0.0193701512661271,7,131111408,MKLN1,MKLN1,4289,mapped to different gene in human and mouse,MKLN1_Intron,"Intron (ENST00000421797.6/4289, intron 1 of 18)",6,31221750.0,Gm13835
763,cg25824158,-0.0195948106271322,10,73839578,CAMK2G,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757705.0,Camk2g
301,cg10757510,-0.01974606277131,6,107293217,PDSS2,PDSS2,57107,"mapped in human, not mapped in mouse",PDSS2_Intron,"Intron (ENST00000369037.9/57107, intron 2 of 7)",10,43332415.0,Pdss2
79,cg02968236,-0.0198291876050547,11,78786107,TENM4,TENM4,26011,conserved gene but different region in human and mouse,TENM4_Intron,"Intron (ENST00000278550.12/26011, intron 16 of 33)",7,96798193.0,Tenm4
23,cg00929113,-0.0199650625639601,11,31799549,PAX6,PAX6,5080,conserved gene and region in mouse and human,PAX6_Intron,"Intron (ENST00000606377.6/5080, intron 7 of 12)",2,105686951.0,Pax6
406,cg13884903,-0.0200899749145079,20,22578708,LINC00261,LINC00261,140828,mapped to different gene in human and mouse,LINC00261_Promoter,Promoter (<=1kb),2,148040331.0,Foxa2
748,cg25430089,-0.020268952941041,9,125763648,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34355965.0,Pbx3
638,cg21246299,-0.0208620722071311,19,13091530,NFIX,NFIX,4784,conserved gene and region in mouse and human,NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 9 of 9)",8,84712673.0,Nfix
87,cg03387624,-0.0209389094524696,18,47251694,SKOR2,SKOR2,652991,conserved gene and region in mouse and human,SKOR2_Promoter,Promoter (<=1kb),18,76856104.0,Skor2
94,cg03683773,-0.0210620555712931,5,78129253,AP3B1,AP3B1,8546,conserved gene and region in mouse and human,AP3B1_Exon,"Exon (ENST00000255194.10/8546, exon 16 of 27)",13,94471729.0,Ap3b1
568,cg19054310,-0.0211461957097298,3,169579380,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30416739.0,Mecom
399,cg13609316,-0.0211462313220757,14,31129356,AP4S1,HECTD1,11154,mapped to different gene in human and mouse,AP4S1_threeUTR,3' UTR,12,51769273.0,Hectd1
244,cg08965235,-0.0212516015799183,11,65557687,LTBP3,LTBP3,4054,"mapped in human, not mapped in mouse",LTBP3_Exon,Promoter (<=1kb),19,5742503.0,Ltbp3
381,cg12981876,-0.0213877043355602,7,100682172,GIGYF1,GIGYF1,64599,mapped to different gene in human and mouse,GIGYF1_Exon,"Exon (ENST00000275732.5/64599, exon 22 of 24)",5,137525234.0,Epo
213,cg07906193,-0.0216315132632324,10,124911397,ZRANB1,ZRANB1,54764,"mapped in human, not mapped in mouse",ZRANB1_Intergenic_upstream,Distal Intergenic,,,
172,cg06392591,-0.0217201680869103,1,164651460,PBX1,PBX1,5087,conserved gene and region in mouse and human,PBX1_Intron,"Intron (ENST00000340699.7/5087, intron 3 of 3)",1,168342059.0,Pbx1
26,cg01019040,-0.022070782068231,7,104328968,LHFPL3,LHFPL3,375612,conserved gene and region in mouse and human,LHFPL3_Exon,Promoter (<=1kb),5,22746369.0,Lhfpl3
579,cg19361075,-0.02208394789526,6,38119581,ZFAND3,ZFAND3,60685,"mapped in human, not mapped in mouse",ZFAND3_Intron,"Intron (ENST00000287218.9/60685, intron 5 of 5)",,,
811,cg27299745,-0.0223743230443927,13,83881256,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_Exon,"Exon (ENST00000377084.3/114798, exon 1 of 1)",14,108913026.0,Slitrk1
680,cg22901671,-0.0224593909392479,X,107604355,FRMPD3,PRPS1,84443,conserved gene and region in mouse and human,FRMPD3_threeUTR,3' UTR,X,140434550.0,Frmpd3
442,cg14865782,-0.0227185823808365,6,50715409,TFAP2D,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Exon,"Exon (ENST00000008391.3/83741, exon 2 of 8)",1,19104657.0,Tfap2d
596,cg19854621,-0.0228127196070386,6,24718649,C6orf62,C6orf62,81688,conserved gene and region in mouse and human,C6orf62_Exon,Promoter (<=1kb),13,24803399.0,BC005537
334,cg11765970,-0.0229753301529346,8,118110695,EXT1,EXT1,2131,conserved gene and region in mouse and human,EXT1_Exon,"Exon (ENST00000378204.6/2131, exon 1 of 11)",15,53345012.0,Ext1
266,cg09482204,-0.0237642285537717,18,74651247,ZNF407,ZNF407,55628,conserved gene and region in mouse and human,ZNF407_Intron,"Intron (ENST00000582337.5/55628, intron 3 of 4)",18,84542652.0,Zfp407
484,cg16296826,-0.0239855750423838,8,142449388,ADGRB1,ADGRB1,575,conserved gene and region in mouse and human,ADGRB1_Promoter,Promoter (<=1kb),15,74516151.0,Adgrb1
397,cg13589316,-0.0240169472958485,2,104052556,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41918909.0,Gm5267
770,cg26062663,-0.0241882175789837,13,27823129,PLUT,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223954.0,Gsx1
547,cg18368305,-0.024403293313231898,12,111453780,ATXN2,ATXN2,6311,conserved gene and region in mouse and human,ATXN2_threeUTR,3' UTR,5,121813449.0,Atxn2
279,cg10146459,-0.0246730878641644,3,187743875,BCL6,BCL6,604,"mapped in human, not mapped in mouse",BCL6_fiveUTR,5' UTR,16,23987158.0,Bcl6
129,cg05035366,-0.024783411350607,5,168126846,TENM2,TENM2,57451,conserved gene and region in mouse and human,TENM2_Exon,"Exon (ENST00000518659.5/57451, exon 12 of 29)",11,36139668.0,Tenm2
785,cg26594414,-0.0247963957998859,10,103622472,SH3PXD2A,SH3PXD2A,9644,conserved gene and region in mouse and human,SH3PXD2A_Exon,"Exon (ENST00000369774.8/9644, exon 10 of 15)",19,47283023.0,Sh3pxd2a
34,cg01169686,-0.0248403835723503,1,170564460,GORAB,GORAB,92344,"mapped in human, not mapped in mouse",GORAB_Intergenic_downstream,Distal Intergenic,1,163378086.0,Gorab
507,cg16886381,-0.0256502628931959,22,29291488,EWSR1,EWSR1,2130,"mapped in human, not mapped in mouse",EWSR1_Exon,"Exon (ENST00000479135.5/2130, exon 4 of 12)",11,5079595.0,Ewsr1
498,cg16624401,-0.0258308372722811,5,149847621,PPARGC1B,PPARGC1B,133522,conserved gene and region in mouse and human,PPARGC1B_threeUTR,3' UTR,18,61298619.0,Ppargc1b
556,cg18635807,-0.0259878162474893,8,71354785,EYA1,EYA1,2138,"mapped in human, not mapped in mouse",EYA1_Exon,"Exon (ENST00000388742.8/2138, exon 2 of 17)",1,14302773.0,Eya1
814,cg27492942,-0.0262348930967434,17,38729712,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685376.0,Mllt6
75,cg02909927,-0.0262855953583561,17,17784078,RAI1,RAI1,10743,conserved gene and region in mouse and human,RAI1_Intron,"Intron (ENST00000353383.6/10743, intron 2 of 5)",11,60177445.0,Rai1
105,cg04111974,-0.0264011620159441,9,126429465,MVB12B,MVB12B,89853,conserved gene and region in mouse and human,MVB12B_Intron,"Intron (ENST00000361171.8/89853, intron 7 of 9)",2,33796263.0,Mvb12b
761,cg25771548,-0.0264656300844241,15,64688789,OAZ2,OAZ2,4947,"mapped in human, not mapped in mouse",OAZ2_threeUTR,3' UTR,9,65689139.0,Oaz2
43,cg01450059,-0.0271344922227443,18,25140479,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13765184.0,Zfp521
645,cg21590845,-0.027315257517931,17,38365302,SOCS7,SOCS7,30837,conserved gene and region in mouse and human,SOCS7_Exon,"Exon (ENST00000612932.6/30837, exon 4 of 10)",11,97377039.0,Socs7
639,cg21278764,-0.0274368990533237,1,38016093,UTP11,UTP11,51118,conserved gene and region in mouse and human,UTP11_Intron,"Intron (ENST00000483182.5/51118, intron 2 of 5)",4,124686382.0,Utp11
48,cg01585174,-0.027592912327432,2,144774661,TEX41,TEX41,401014,mapped to different gene in human and mouse,TEX41_Intron,"Intron (ENST00000654442.1/401014, intron 4 of 8)",2,45359846.0,Gm13475
128,cg05033071,-0.0278200025897618,1,41362275,FOXO6,SCMH1,100132074,conserved gene and region in mouse and human,FOXO6_Exon,Promoter (<=1kb),4,120286907.0,Foxo6
112,cg04414148,-0.027833876739643,17,48614620,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Exon,"Exon (ENST00000239144.5/3218, exon 1 of 2)",11,96283046.0,Hoxb8
408,cg13935553,-0.0282745595726817,12,26120667,BHLHE41,BHLHE41,79365,"mapped in human, not mapped in mouse",BHLHE41_threeUTR,3' UTR,,,
391,cg13275239,-0.0285035942669676,1,154261012,UBAP2L,UBAP2L,9898,conserved gene and region in mouse and human,UBAP2L_Exon,"Exon (ENST00000343815.10/9898, exon 23 of 25)",3,90009206.0,Ubap2l
709,cg23940242,-0.0287479995690235,2,163735054,FIGN,FIGN,55137,conserved gene and region in mouse and human,FIGN_fiveUTR,Promoter (<=1kb),2,64097046.0,Fign
676,cg22703759,-0.0292806951540792,20,37627644,LINC00489,LINC00489,100861522,"mapped in human, not mapped in mouse",LINC00489_Promoter,Promoter (4-5kb),,,
569,cg19090691,-0.0294902559303243,10,99537359,NKX2-3,NKX2-3,159296,conserved gene and region in mouse and human,NKX2-3_Intergenic_downstream,Distal Intergenic,19,43616760.0,Nkx2-3
107,cg04267101,-0.0295122290230681,17,50541676,EPN3,EPN3,55040,"mapped in human, not mapped in mouse",EPN3_threeUTR,3' UTR,,,
641,cg21390586,-0.0296501481673154,14,85621699,FLRT2,FLRT2,23768,"mapped in human, not mapped in mouse",FLRT2_Exon,"Exon (ENST00000330753.6/23768, exon 2 of 2)",12,95779074.0,Flrt2
241,cg08912313,-0.0298002045408943,9,17502326,CNTLN,CNTLN,54875,conserved gene and region in mouse and human,CNTLN_Intron,"Intron (ENST00000380647.8/54875, intron 25 of 25)",4,85130193.0,Cntln
646,cg21602520,-0.0298459063781177,18,63318147,BCL2,BCL2,596,"mapped in human, not mapped in mouse",BCL2_Exon,"Exon (ENST00000333681.5/596, exon 2 of 3)",1,106712370.0,Bcl2
560,cg18814344,-0.0298714068638433,5,139660961,CXXC5,CXXC5,51523,"mapped in human, not mapped in mouse",CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",,,
170,cg06386724,-0.030213637489175,17,51120410,SPAG9,SPAG9,9043,conserved gene and region in mouse and human,SPAG9_Exon,Promoter (<=1kb),11,93996516.0,Spag9
267,cg09606114,-0.0305371230457778,17,2085784,SMG6,SMG6,23293,conserved gene but different region in human and mouse,SMG6_Exon,"Exon (ENST00000263073.11/23293, exon 14 of 19)",11,75139309.0,Smg6
544,cg18281552,-0.030558564726515,5,139668241,CXXC5,CXXC5,51523,mapped to different gene in human and mouse,CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35848122.0,Cxxc5
482,cg16278638,-0.0308118088381073,12,109718594,FAM222A,FAM222A,84915,"mapped in human, not mapped in mouse",FAM222A_Intron,"Intron (ENST00000538780.1/84915, intron 1 of 2)",5,114571712.0,Fam222a
769,cg26045960,-0.0309391286566048,8,65841464,PDE7A,PDE7A,5150,conserved gene and region in mouse and human,PDE7A_Exon,Promoter (<=1kb),3,19310957.0,Pde7a
39,cg01328716,-0.0311917715220939,1,32938452,RNF19B,RNF19B,127544,"mapped in human, not mapped in mouse",RNF19B_Exon,"Exon (ENST00000373456.11/127544, exon 8 of 9)",4,129082822.0,Rnf19b
309,cg11108049,-0.0314054242919013,X,71153499,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307097.0,Nlgn3
