index_x,var_x,beta_clock2,CHR_x,bp_hg38_x,Gene,Gene.hg19_x,ENTREZID_x,conservationInMouse_x,GeneRegionID_x,annotation_x,CHR_mm10_x,bp_mm10_x,Gene_mm10_x,index_y,var_y,beta_clock3,CHR_y,bp_hg38_y,Gene.hg19_y,ENTREZID_y,conservationInMouse_y,GeneRegionID_y,annotation_y,CHR_mm10_y,bp_mm10_y,Gene_mm10_y
158,cg05844902,-0.0116175054090987,3,143848183,SLC9A9,SLC9A9,285195,"mapped in human, not mapped in mouse",SLC9A9_Exon,Promoter (<=1kb),9,94670200.0,Slc9a9,565,cg05844902,-0.184806276640797,3,143848183,SLC9A9,285195,"mapped in human, not mapped in mouse",SLC9A9_Exon,Promoter (<=1kb),9,94670200.0,Slc9a9
197,cg07299823,-0.0117040218704058,14,93430776,UNC79,UNC79,57578,conserved gene and region in mouse and human,UNC79_fiveUTR,5' UTR,12,102949300.0,Unc79,147,cg12879445,0.357544055061833,14,93431016,UNC79,57578,conserved gene but different region in human and mouse,UNC79_fiveUTR,Promoter (<=1kb),12,102949588.0,Unc79
202,cg07459759,-0.0117100473899215,X,69615634,EDA,EDA,1896,conserved gene and region in mouse and human,EDA_Promoter,Promoter (<=1kb),X,99975104.0,Eda,413,cg07459759,-0.0091812952055654,X,69615634,EDA,1896,conserved gene and region in mouse and human,EDA_Promoter,Promoter (<=1kb),X,99975104.0,Eda
523,cg17516812,-0.0142736425925551,9,16773158,BNC2,BNC2,54796,conserved gene and region in mouse and human,BNC2_Intron,"Intron (ENST00000380672.9/54796, intron 1 of 6)",4,84586639.0,Bnc2,624,cg17516812,-0.074905312251907,9,16773158,BNC2,54796,conserved gene and region in mouse and human,BNC2_Intron,"Intron (ENST00000380672.9/54796, intron 1 of 6)",4,84586639.0,Bnc2
582,cg19425332,-0.0148707817890442,10,117139358,VAX1,VAX1,11023,conserved gene and region in mouse and human,VAX1_Promoter,Promoter (1-2kb),19,59171294.0,Vax1,585,cg19425332,-0.088286659580738,10,117139358,VAX1,11023,conserved gene and region in mouse and human,VAX1_Promoter,Promoter (1-2kb),19,59171294.0,Vax1
550,cg18481180,-0.0153436769028921,1,113963552,HIPK1,HIPK1,204851,"mapped in human, not mapped in mouse",HIPK1_Intron,"Intron (ENST00000426820.7/204851, intron 10 of 15)",,,,455,cg18481180,-0.145891777179131,1,113963552,HIPK1,204851,"mapped in human, not mapped in mouse",HIPK1_Intron,"Intron (ENST00000426820.7/204851, intron 10 of 15)",,,
162,cg05916870,-0.0156484500350645,12,6613214,CHD4,CHD4,1108,conserved gene and region in mouse and human,CHD4_Promoter,Promoter (4-5kb),6,125089891.0,Chd4,420,cg05916870,-0.075610040259483,12,6613214,CHD4,1108,conserved gene and region in mouse and human,CHD4_Promoter,Promoter (4-5kb),6,125089891.0,Chd4
540,cg18093751,-0.0157573661450464,6,108165979,NR2E1,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583701.0,Nr2e1,473,cg18918349,-0.350811425305526,6,108165956,NR2E1,7101,conserved gene and region in mouse and human,NR2E1_Promoter,Promoter (<=1kb),10,42583724.0,Nr2e1
181,cg06779064,-0.0175742810897434,16,24818649,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123188844.0,Tnrc6a,108,cg09461098,-0.331083197044645,16,24815270,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123186686.0,Tnrc6a
515,cg17311369,-0.0175946672066983,7,31362864,NEUROD6,NEUROD6,63974,mapped to different gene in human and mouse,NEUROD6_Intergenic_upstream,Distal Intergenic,6,55704259.0,Neurod6,153,cg26312920,-0.00225832147413428,7,31340776,NEUROD6,63974,conserved gene but different region in human and mouse,NEUROD6_Promoter,Promoter (<=1kb),6,55681147.0,Neurod6
287,cg10381180,-0.0178429652598014,17,40092513,THRA,THRA,7067,"mapped in human, not mapped in mouse",THRA_threeUTR,3' UTR,,,,29,cg11857072,-0.336689496353158,17,40093075,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768212.0,Nr1d1
18,cg00689383,-0.0190210638790255,6,146399362,GRM1,GRM1,2911,"mapped in human, not mapped in mouse",GRM1_Exon,"Exon (ENST00000492807.6/2911, exon 8 of 10)",10,10719559.0,Grm1,711,cg00689383,-0.0170680995371547,6,146399362,GRM1,2911,"mapped in human, not mapped in mouse",GRM1_Exon,"Exon (ENST00000492807.6/2911, exon 8 of 10)",10,10719559.0,Grm1
459,cg15405572,-0.019221446908586,12,77830772,NAV3,NAV3,89795,"mapped in human, not mapped in mouse",NAV3_Intron,"Intron (ENST00000550042.2/89795, intron 2 of 8)",,,,759,cg15405572,-0.0986833596144298,12,77830772,NAV3,89795,"mapped in human, not mapped in mouse",NAV3_Intron,"Intron (ENST00000550042.2/89795, intron 2 of 8)",,,
465,cg15571405,-0.0193701512661271,7,131111408,MKLN1,MKLN1,4289,mapped to different gene in human and mouse,MKLN1_Intron,"Intron (ENST00000421797.6/4289, intron 1 of 18)",6,31221750.0,Gm13835,96,cg15571405,-0.205716270955725,7,131111408,MKLN1,4289,mapped to different gene in human and mouse,MKLN1_Intron,"Intron (ENST00000421797.6/4289, intron 1 of 18)",6,31221750.0,Gm13835
763,cg25824158,-0.0195948106271322,10,73839578,CAMK2G,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757705.0,Camk2g,235,cg26102159,-0.429682733391906,10,73839584,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757711.0,Camk2g
79,cg02968236,-0.0198291876050547,11,78786107,TENM4,TENM4,26011,conserved gene but different region in human and mouse,TENM4_Intron,"Intron (ENST00000278550.12/26011, intron 16 of 33)",7,96798193.0,Tenm4,448,cg02968236,-0.143674636117882,11,78786107,TENM4,26011,conserved gene but different region in human and mouse,TENM4_Intron,"Intron (ENST00000278550.12/26011, intron 16 of 33)",7,96798193.0,Tenm4
406,cg13884903,-0.0200899749145079,20,22578708,LINC00261,LINC00261,140828,mapped to different gene in human and mouse,LINC00261_Promoter,Promoter (<=1kb),2,148040331.0,Foxa2,391,cg13884903,-0.0111275995146417,20,22578708,LINC00261,140828,mapped to different gene in human and mouse,LINC00261_Promoter,Promoter (<=1kb),2,148040331.0,Foxa2
94,cg03683773,-0.0210620555712931,5,78129253,AP3B1,AP3B1,8546,conserved gene and region in mouse and human,AP3B1_Exon,"Exon (ENST00000255194.10/8546, exon 16 of 27)",13,94471729.0,Ap3b1,572,cg04363039,0.0424823351136433,5,78017237,AP3B1,8546,conserved gene and region in mouse and human,AP3B1_Intron,"Intron (ENST00000255194.10/8546, intron 25 of 26)",13,94546057.0,Ap3b1
381,cg12981876,-0.0213877043355602,7,100682172,GIGYF1,GIGYF1,64599,mapped to different gene in human and mouse,GIGYF1_Exon,"Exon (ENST00000275732.5/64599, exon 22 of 24)",5,137525234.0,Epo,207,cg12981876,-0.0361209799213627,7,100682172,GIGYF1,64599,mapped to different gene in human and mouse,GIGYF1_Exon,"Exon (ENST00000275732.5/64599, exon 22 of 24)",5,137525234.0,Epo
172,cg06392591,-0.0217201680869103,1,164651460,PBX1,PBX1,5087,conserved gene and region in mouse and human,PBX1_Intron,"Intron (ENST00000340699.7/5087, intron 3 of 3)",1,168342059.0,Pbx1,617,cg06392591,-0.0218381120383043,1,164651460,PBX1,5087,conserved gene and region in mouse and human,PBX1_Intron,"Intron (ENST00000340699.7/5087, intron 3 of 3)",1,168342059.0,Pbx1
26,cg01019040,-0.022070782068231,7,104328968,LHFPL3,LHFPL3,375612,conserved gene and region in mouse and human,LHFPL3_Exon,Promoter (<=1kb),5,22746369.0,Lhfpl3,49,cg01019040,-0.00122507582029106,7,104328968,LHFPL3,375612,conserved gene and region in mouse and human,LHFPL3_Exon,Promoter (<=1kb),5,22746369.0,Lhfpl3
266,cg09482204,-0.0237642285537717,18,74651247,ZNF407,ZNF407,55628,conserved gene and region in mouse and human,ZNF407_Intron,"Intron (ENST00000582337.5/55628, intron 3 of 4)",18,84542652.0,Zfp407,506,cg09482204,-0.171227843373689,18,74651247,ZNF407,55628,conserved gene and region in mouse and human,ZNF407_Intron,"Intron (ENST00000582337.5/55628, intron 3 of 4)",18,84542652.0,Zfp407
397,cg13589316,-0.0240169472958485,2,104052556,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41918909.0,Gm5267,188,cg13589316,-0.11609834601952,2,104052556,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41918909.0,Gm5267
34,cg01169686,-0.0248403835723503,1,170564460,GORAB,GORAB,92344,"mapped in human, not mapped in mouse",GORAB_Intergenic_downstream,Distal Intergenic,1,163378086.0,Gorab,342,cg01169686,-0.045590412746671,1,170564460,GORAB,92344,"mapped in human, not mapped in mouse",GORAB_Intergenic_downstream,Distal Intergenic,1,163378086.0,Gorab
498,cg16624401,-0.0258308372722811,5,149847621,PPARGC1B,PPARGC1B,133522,conserved gene and region in mouse and human,PPARGC1B_threeUTR,3' UTR,18,61298619.0,Ppargc1b,201,cg16624401,-0.160348285918137,5,149847621,PPARGC1B,133522,conserved gene and region in mouse and human,PPARGC1B_threeUTR,3' UTR,18,61298619.0,Ppargc1b
556,cg18635807,-0.0259878162474893,8,71354785,EYA1,EYA1,2138,"mapped in human, not mapped in mouse",EYA1_Exon,"Exon (ENST00000388742.8/2138, exon 2 of 17)",1,14302773.0,Eya1,415,cg18635807,-0.0397371457920994,8,71354785,EYA1,2138,"mapped in human, not mapped in mouse",EYA1_Exon,"Exon (ENST00000388742.8/2138, exon 2 of 17)",1,14302773.0,Eya1
814,cg27492942,-0.0262348930967434,17,38729712,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685376.0,Mllt6,215,cg15182157,-0.0441715002005739,17,38729727,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685391.0,Mllt6
75,cg02909927,-0.0262855953583561,17,17784078,RAI1,RAI1,10743,conserved gene and region in mouse and human,RAI1_Intron,"Intron (ENST00000353383.6/10743, intron 2 of 5)",11,60177445.0,Rai1,575,cg02909927,-0.0905810618271065,17,17784078,RAI1,10743,conserved gene and region in mouse and human,RAI1_Intron,"Intron (ENST00000353383.6/10743, intron 2 of 5)",11,60177445.0,Rai1
105,cg04111974,-0.0264011620159441,9,126429465,MVB12B,MVB12B,89853,conserved gene and region in mouse and human,MVB12B_Intron,"Intron (ENST00000361171.8/89853, intron 7 of 9)",2,33796263.0,Mvb12b,328,cg04111974,-0.352350901807799,9,126429465,MVB12B,89853,conserved gene and region in mouse and human,MVB12B_Intron,"Intron (ENST00000361171.8/89853, intron 7 of 9)",2,33796263.0,Mvb12b
761,cg25771548,-0.0264656300844241,15,64688789,OAZ2,OAZ2,4947,"mapped in human, not mapped in mouse",OAZ2_threeUTR,3' UTR,9,65689139.0,Oaz2,657,cg25771548,-0.0175741314519397,15,64688789,OAZ2,4947,"mapped in human, not mapped in mouse",OAZ2_threeUTR,3' UTR,9,65689139.0,Oaz2
43,cg01450059,-0.0271344922227443,18,25140479,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13765184.0,Zfp521,509,cg13608832,-0.207064319205898,18,25231172,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 3 of 7)",18,13850635.0,Zfp521
639,cg21278764,-0.0274368990533237,1,38016093,UTP11,UTP11,51118,conserved gene and region in mouse and human,UTP11_Intron,"Intron (ENST00000483182.5/51118, intron 2 of 5)",4,124686382.0,Utp11,295,cg21278764,-0.194210868850014,1,38016093,UTP11,51118,conserved gene and region in mouse and human,UTP11_Intron,"Intron (ENST00000483182.5/51118, intron 2 of 5)",4,124686382.0,Utp11
48,cg01585174,-0.027592912327432,2,144774661,TEX41,TEX41,401014,mapped to different gene in human and mouse,TEX41_Intron,"Intron (ENST00000654442.1/401014, intron 4 of 8)",2,45359846.0,Gm13475,469,cg25530799,0.00123284534696687,2,144615974,TEX41,401014,mapped to different gene in human and mouse,TEX41_Intergenic_upstream,Distal Intergenic,2,45205900.0,Zeb2
128,cg05033071,-0.0278200025897618,1,41362275,FOXO6,SCMH1,100132074,conserved gene and region in mouse and human,FOXO6_Exon,Promoter (<=1kb),4,120286907.0,Foxo6,614,cg05866252,-0.187102817417308,1,41381046,EDN2,100132074,conserved gene and region in mouse and human,FOXO6_Intron,"Intron (ENST00000372591.1/100132074, intron 1 of 1)",4,120269757.0,Foxo6
112,cg04414148,-0.027833876739643,17,48614620,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Exon,"Exon (ENST00000239144.5/3218, exon 1 of 2)",11,96283046.0,Hoxb8,180,cg07373156,-0.0109210787995403,17,48615626,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96282032.0,Hoxb8
408,cg13935553,-0.0282745595726817,12,26120667,BHLHE41,BHLHE41,79365,"mapped in human, not mapped in mouse",BHLHE41_threeUTR,3' UTR,,,,515,cg13935553,-0.0585749354979313,12,26120667,BHLHE41,79365,"mapped in human, not mapped in mouse",BHLHE41_threeUTR,3' UTR,,,
676,cg22703759,-0.0292806951540792,20,37627644,LINC00489,LINC00489,100861522,"mapped in human, not mapped in mouse",LINC00489_Promoter,Promoter (4-5kb),,,,322,cg22703759,-0.0329582819025548,20,37627644,LINC00489,100861522,"mapped in human, not mapped in mouse",LINC00489_Promoter,Promoter (4-5kb),,,
569,cg19090691,-0.0294902559303243,10,99537359,NKX2-3,NKX2-3,159296,conserved gene and region in mouse and human,NKX2-3_Intergenic_downstream,Distal Intergenic,19,43616760.0,Nkx2-3,583,cg19090691,-0.229115433590239,10,99537359,NKX2-3,159296,conserved gene and region in mouse and human,NKX2-3_Intergenic_downstream,Distal Intergenic,19,43616760.0,Nkx2-3
641,cg21390586,-0.0296501481673154,14,85621699,FLRT2,FLRT2,23768,"mapped in human, not mapped in mouse",FLRT2_Exon,"Exon (ENST00000330753.6/23768, exon 2 of 2)",12,95779074.0,Flrt2,101,cg21390586,-0.472118370126897,14,85621699,FLRT2,23768,"mapped in human, not mapped in mouse",FLRT2_Exon,"Exon (ENST00000330753.6/23768, exon 2 of 2)",12,95779074.0,Flrt2
646,cg21602520,-0.0298459063781177,18,63318147,BCL2,BCL2,596,"mapped in human, not mapped in mouse",BCL2_Exon,"Exon (ENST00000333681.5/596, exon 2 of 3)",1,106712370.0,Bcl2,171,cg21602520,-0.00630044642474122,18,63318147,BCL2,596,"mapped in human, not mapped in mouse",BCL2_Exon,"Exon (ENST00000333681.5/596, exon 2 of 3)",1,106712370.0,Bcl2
170,cg06386724,-0.030213637489175,17,51120410,SPAG9,SPAG9,9043,conserved gene and region in mouse and human,SPAG9_Exon,Promoter (<=1kb),11,93996516.0,Spag9,755,cg06386724,-0.00116992516884958,17,51120410,SPAG9,9043,conserved gene and region in mouse and human,SPAG9_Exon,Promoter (<=1kb),11,93996516.0,Spag9
267,cg09606114,-0.0305371230457778,17,2085784,SMG6,SMG6,23293,conserved gene but different region in human and mouse,SMG6_Exon,"Exon (ENST00000263073.11/23293, exon 14 of 19)",11,75139309.0,Smg6,40,cg09606114,-0.129866283834726,17,2085784,SMG6,23293,conserved gene but different region in human and mouse,SMG6_Exon,"Exon (ENST00000263073.11/23293, exon 14 of 19)",11,75139309.0,Smg6
544,cg18281552,-0.030558564726515,5,139668241,CXXC5,CXXC5,51523,mapped to different gene in human and mouse,CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35848122.0,Cxxc5,681,cg18281552,-0.194942785649748,5,139668241,CXXC5,51523,mapped to different gene in human and mouse,CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35848122.0,Cxxc5
309,cg11108049,-0.0314054242919013,X,71153499,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307097.0,Nlgn3,50,cg25467897,-0.252626150427973,X,71153510,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307108.0,Nlgn3
59,cg02040823,-0.031426840156335,11,132692006,OPCML,OPCML,4978,conserved gene and region in mouse and human,OPCML_Intron,"Intron (ENST00000331898.11/4978, intron 1 of 6)",9,28644236.0,Opcml,451,cg05052242,0.0221149643832715,11,132920729,OPCML,4978,"mapped in human, not mapped in mouse",OPCML_Intron,"Intron (ENST00000331898.11/4978, intron 1 of 6)",9,28428758.0,Opcml
452,cg15237969,-0.0314521261954796,2,161356198,PSMD14,PSMD14,10213,"mapped in human, not mapped in mouse",PSMD14_Intron,"Intron (ENST00000409682.8/10213, intron 3 of 11)",2,61751456.0,Psmd14,650,cg15237969,-0.0511876355131877,2,161356198,PSMD14,10213,"mapped in human, not mapped in mouse",PSMD14_Intron,"Intron (ENST00000409682.8/10213, intron 3 of 11)",2,61751456.0,Psmd14
283,cg10233638,-0.0315744681293889,2,163733520,FIGN,FIGN,55137,conserved gene and region in mouse and human,FIGN_Intron,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2,64095407.0,Fign,195,cg16286672,-0.0124041378170907,2,163732790,FIGN,55137,"mapped in human, not mapped in mouse",FIGN_Intron,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2,64094634.0,Fign
423,cg14361875,-0.0325726950667191,2,67846376,LINC01812,C1D,101927701,mapped to different gene in human and mouse,LINC01812_Intergenic_upstream,Distal Intergenic,,,,189,cg14361875,-0.0787738026842762,2,67846376,C1D,101927701,mapped to different gene in human and mouse,LINC01812_Intergenic_upstream,Distal Intergenic,,,
389,cg13188467,-0.0339613211941408,7,96998781,DLX6-AS1,DLX6-AS1,285987,mapped to different gene in human and mouse,DLX6-AS1_Intron,"Intron (ENST00000430027.3/285987, intron 1 of 2)",6,6856418.0,Dlx6,208,cg13188467,-5.21538442120275e-05,7,96998781,DLX6-AS1,285987,mapped to different gene in human and mouse,DLX6-AS1_Intron,"Intron (ENST00000430027.3/285987, intron 1 of 2)",6,6856418.0,Dlx6
145,cg05537515,-0.0346201922361715,12,57529196,MBD6,MBD6,114785,conserved gene but different region in human and mouse,MBD6_Exon,"Exon (ENST00000355673.8/114785, exon 13 of 13)",10,127282870.0,Mbd6,664,cg12713245,-0.128752436329012,12,57529187,MBD6,114785,"mapped in human, not mapped in mouse",MBD6_Exon,"Exon (ENST00000355673.8/114785, exon 13 of 13)",10,127282879.0,Mbd6
12,cg00454305,-0.0348538146823698,16,1379904,UNKL,UNKL,64718,"mapped in human, not mapped in mouse",UNKL_Intron,"Intron (ENST00000389221.8/64718, intron 10 of 14)",,,,296,cg00454305,-0.0313558271354713,16,1379904,UNKL,64718,"mapped in human, not mapped in mouse",UNKL_Intron,"Intron (ENST00000389221.8/64718, intron 10 of 14)",,,
319,cg11327514,-0.0351468326522317,5,171172262,RANBP17,RANBP17,64901,conserved gene and region in mouse and human,RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 17 of 29)",11,33327542.0,Ranbp17,255,cg11327514,-0.340900203086899,5,171172262,RANBP17,64901,conserved gene and region in mouse and human,RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 17 of 29)",11,33327542.0,Ranbp17
414,cg14136214,-0.0352310710193421,9,121783622,DAB2IP,DAB2IP,153090,"mapped in human, not mapped in mouse",DAB2IP_threeUTR,3' UTR,2,35729197.0,Dab2ip,31,cg14136214,-0.0319303045267101,9,121783622,DAB2IP,153090,"mapped in human, not mapped in mouse",DAB2IP_threeUTR,3' UTR,2,35729197.0,Dab2ip
233,cg08587692,-0.0368490695453819,13,83881293,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_Exon,"Exon (ENST00000377084.3/114798, exon 1 of 1)",14,108913063.0,Slitrk1,55,cg22844979,-0.0254189192197208,13,83878293,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_threeUTR,3' UTR,14,108910040.0,Slitrk1
635,cg21102477,-0.0376947100003439,1,34165243,CSMD2,CSMD2,114784,conserved gene but different region in human and mouse,CSMD2_fiveUTR,Promoter (<=1kb),4,127987887.0,Csmd2,41,cg21102477,-0.0733977843841072,1,34165243,CSMD2,114784,conserved gene but different region in human and mouse,CSMD2_fiveUTR,Promoter (<=1kb),4,127987887.0,Csmd2
387,cg13153497,-0.0386210794817151,6,99349136,FAXC,FAXC,84553,conserved gene and region in mouse and human,FAXC_Exon,Promoter (<=1kb),4,21931799.0,Faxc,461,cg13153497,-0.0604543589642026,6,99349136,FAXC,84553,conserved gene and region in mouse and human,FAXC_Exon,Promoter (<=1kb),4,21931799.0,Faxc
600,cg19931377,-0.0389874107974194,3,114616166,ZBTB20,ZBTB20,26137,conserved gene and region in mouse and human,ZBTB20_Intron,"Intron (ENST00000357258.8/26137, intron 5 of 9)",16,43371397.0,Zbtb20,227,cg14412072,-0.0281059709150099,3,114716274,ZBTB20,26137,conserved gene and region in mouse and human,ZBTB20_Intron,"Intron (ENST00000357258.8/26137, intron 4 of 9)",16,43277065.0,Zbtb20
607,cg20083419,-0.0407623777204632,15,59994745,FOXB1,FOXB1,27023,"mapped in human, not mapped in mouse",FOXB1_Promoter,Promoter (9-10kb),9,69769847.0,Foxb1,276,cg16697952,0.639392112041747,15,60004267,FOXB1,27023,mapped to different gene in human and mouse,FOXB1_Exon,Promoter (<=1kb),9,69760917.0,Foxb1
325,cg11516694,-0.0414135375810544,7,27147848,HOXA-AS3,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Intron,"Intron (ENST00000518848.5/100133311, intron 1 of 2)",6,52208723.0,Hoxa6,203,cg11516694,-0.298006472650971,7,27147848,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Intron,"Intron (ENST00000518848.5/100133311, intron 1 of 2)",6,52208723.0,Hoxa6
735,cg25055739,-0.0423457721202473,17,52157819,CA10,CA10,56934,conserved gene and region in mouse and human,CA10_fiveUTR,5' UTR,11,93100192.0,Car10,170,cg25055739,-0.00508156772758729,17,52157819,CA10,56934,conserved gene and region in mouse and human,CA10_fiveUTR,5' UTR,11,93100192.0,Car10
13,cg00467357,-0.0428187597487898,11,85978069,PICALM,PICALM,8301,conserved gene and region in mouse and human,PICALM_Exon,"Exon (ENST00000532317.5/8301, exon 17 of 20)",7,90194296.0,Picalm,237,cg00467357,-0.0826051675443332,11,85978069,PICALM,8301,conserved gene and region in mouse and human,PICALM_Exon,"Exon (ENST00000532317.5/8301, exon 17 of 20)",7,90194296.0,Picalm
524,cg17604804,-0.0439603982855121,9,95460145,PTCH1,PTCH1,5727,conserved gene and region in mouse and human,PTCH1_Intron,"Intron (ENST00000331920.10/5727, intron 16 of 23)",13,63525486.0,Ptch1,588,cg26616379,-1.07454495525011,9,95506573,PTCH1,5727,conserved gene and region in mouse and human,PTCH1_fiveUTR,5' UTR,13,63563789.0,Ptch1
700,cg23423329,-0.0452493357515165,6,30741603,FLOT1,FLOT1,10211,"mapped in human, not mapped in mouse",FLOT1_Exon,"Exon (ENST00000376389.8/10211, exon 4 of 13)",17,35824331.0,Flot1,334,cg23423329,-0.184100493330231,6,30741603,FLOT1,10211,"mapped in human, not mapped in mouse",FLOT1_Exon,"Exon (ENST00000376389.8/10211, exon 4 of 13)",17,35824331.0,Flot1
764,cg25905455,-0.0483219715030789,9,129437326,LINC00963,LINC00963,100506190,mapped to different gene in human and mouse,LINC00963_Intron,"Intron (ENST00000436510.1/ENST00000436510.1, intron 1 of 1)",2,30677229.0,Cstad,587,cg25905455,-0.19959022094342,9,129437326,LINC00963,100506190,mapped to different gene in human and mouse,LINC00963_Intron,"Intron (ENST00000436510.1/ENST00000436510.1, intron 1 of 1)",2,30677229.0,Cstad
349,cg12382554,-0.0484287101037812,8,104869303,ZFPM2,LRP12,23414,mapped to different gene in human and mouse,ZFPM2_Intron,"Intron (ENST00000521923.5/ENST00000521923.5, intron 4 of 4)",15,40256401.0,9330182O14Rik,693,cg12382554,-0.184887548082123,8,104869303,LRP12,23414,mapped to different gene in human and mouse,ZFPM2_Intron,"Intron (ENST00000521923.5/ENST00000521923.5, intron 4 of 4)",15,40256401.0,9330182O14Rik
106,cg04204168,-0.049448308551348,12,14257734,ATF7IP,ATF7IP,55729,"mapped in human, not mapped in mouse",ATF7IP_Intergenic_upstream,Distal Intergenic,,,,262,cg04204168,-0.101054197102116,12,14257734,ATF7IP,55729,"mapped in human, not mapped in mouse",ATF7IP_Intergenic_upstream,Distal Intergenic,,,
246,cg09008979,-0.0500570581071304,12,53336382,SP7,SP7,121340,conserved gene but different region in human and mouse,SP7_Intron,"Intron (ENST00000547755.1/121340, intron 1 of 1)",15,102366997.0,Sp7,422,cg09008979,-0.00294211599559084,12,53336382,SP7,121340,conserved gene but different region in human and mouse,SP7_Intron,"Intron (ENST00000547755.1/121340, intron 1 of 1)",15,102366997.0,Sp7
62,cg02273345,-0.051151490368007,8,112408371,CSMD3,CSMD3,114788,conserved gene and region in mouse and human,CSMD3_Exon,"Exon (ENST00000343508.7/114788, exon 35 of 72)",15,47755439.0,Csmd3,496,cg02273345,-0.094024291189161,8,112408371,CSMD3,114788,conserved gene and region in mouse and human,CSMD3_Exon,"Exon (ENST00000343508.7/114788, exon 35 of 72)",15,47755439.0,Csmd3
284,cg10235290,-0.0521284271923281,1,44581211,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 2 of 14)",4,117336021.0,Rnf220,341,cg00935831,0.180607572751954,1,44603247,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 2 of 14)",4,117317619.0,Rnf220
606,cg20076842,-0.0522995445608877,3,28576252,ZCWPW2,LINC00693,152098,"mapped in human, not mapped in mouse",ZCWPW2_fiveUTR,5' UTR,9,117872712.0,Rbms3,94,cg20076842,-0.107928798123316,3,28576252,LINC00693,152098,"mapped in human, not mapped in mouse",ZCWPW2_fiveUTR,5' UTR,9,117872712.0,Rbms3
286,cg10278760,-0.0525407248589135,12,4909870,KCNA1,KCNA1,3736,conserved gene but different region in human and mouse,KCNA1_Exon,Promoter (<=1kb),6,126644830.0,Kcna1,424,cg10278760,-0.335861243310425,12,4909870,KCNA1,3736,conserved gene but different region in human and mouse,KCNA1_Exon,Promoter (<=1kb),6,126644830.0,Kcna1
794,cg26869371,-0.0531837471750983,15,49424281,FAM227B,FAM227B,196951,"mapped in human, not mapped in mouse",FAM227B_fiveUTR,5' UTR,2,126035698.0,Fam227b,216,cg26869371,-0.00110286624813948,15,49424281,FAM227B,196951,"mapped in human, not mapped in mouse",FAM227B_fiveUTR,5' UTR,2,126035698.0,Fam227b
200,cg07383477,-0.0534469135332452,5,164560638,LOC102546299,MAT2B,102546299,mapped to different gene in human and mouse,LOC102546299_Intron,"Intron (ENST00000517508.5/102546299, intron 4 of 5)",11,39543467.0,Gm12131,252,cg26879535,-0.0127941399291155,5,165105792,MAT2B,102546299,mapped to different gene in human and mouse,LOC102546299_Intron,"Intron (ENST00000670703.1/ENST00000670703.1, intron 7 of 7)",11,39042068.0,Gm12131
